,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
307,308,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,70.04995836802665,7920,Paved,Gravel,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Adjacent to arterial street,Normal,1Fam,One and one-half story: 2nd level finished,Above Average,Above Average,1920,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Fair,Cinder Block,Typical,Typical,No,Unfinshed,0,Unfinshed,0,319,319,Gas forced warm air furnace,Average/Typical,Yes,FuseA,1035,371,0,1406,0,0,1,0,3,1,Fair,6,Typ,0,No Fireplace,No Garage,0.0,No Garage,0,0,No Garage,No Garage,Dirt/Gravel,0,144,0,0,0,0,No Pool,Minimum Privacy,None,0,3,2008,Warranty Deed - Conventional,Normal,89500
308,309,1-STORY 1945 & OLDER,Residential Low Density,70.04995836802665,12342,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,1Fam,One story,Below Average,Below Average,1940,1950,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Below Average Living Quarters,262,Unfinshed,0,599,861,Gas forced warm air furnace,Excellent,Yes,SBrkr,861,0,0,861,0,0,1,0,1,1,Typical/Average,4,Typ,0,No Fireplace,Detchd,1961.0,Unf,2,539,TA,TA,Paved,158,0,0,0,0,0,No Pool,No Fence,None,0,3,2009,Warranty Deed - Conventional,Normal,82500
309,310,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,90.0,12378,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,1Fam,One story,Excellent,Excellent,2003,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Excellent,Typical,Gd,Good Living Quarters,1274,Unfinshed,0,622,1896,Gas forced warm air furnace,Excellent,Yes,SBrkr,1944,0,0,1944,1,0,2,0,3,1,Excellent,8,Typ,3,Ex,Attchd,2003.0,Fin,3,708,TA,TA,Paved,208,175,0,0,0,0,No Pool,No Fence,None,0,11,2006,Warranty Deed - Conventional,Normal,360000
310,311,2-STORY 1946 & NEWER,Residential Low Density,70.04995836802665,7685,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,1Fam,Two story,Above Average,Above Average,1993,1994,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,112.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,No,Average Living Quarters,518,Unfinshed,0,179,697,Gas forced warm air furnace,Good,Yes,SBrkr,697,804,0,1501,0,0,2,1,3,1,Good,6,Typ,1,TA,Attchd,1993.0,Fin,2,420,TA,TA,Paved,190,63,0,0,0,0,No Pool,No Fence,None,0,5,2006,Warranty Deed - Conventional,Normal,165600
311,312,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,50.0,8000,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Above Average,Above Average,1948,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical,Typical,No,Average Living Quarters,680,Unfinshed,0,292,972,Gas forced warm air furnace,Excellent,Yes,SBrkr,972,0,0,972,1,0,1,0,2,1,Typical/Average,5,Typ,1,Gd,Detchd,1948.0,Unf,1,240,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,5,2009,Warranty Deed - Conventional,Normal,132000
312,313,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,65.0,7800,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Adjacent to arterial street,Normal,2fmCon,One and one-half story: 2nd level finished,Average,Average,1939,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,Mn,Average Rec Room,507,Unfinshed,0,286,793,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,793,325,0,1118,1,0,1,0,3,1,Typical/Average,5,Typ,1,Gd,Detchd,1939.0,Unf,2,410,TA,TA,Paved,0,0,0,0,271,0,No Pool,Minimum Privacy,None,0,5,2006,Warranty Deed - Conventional,Normal,119900
313,314,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,150.0,215245,Paved,No alley access,Irregular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Severe Slope,Timberland,Normal,Normal,1Fam,One story,Good,Good,1965,1965,Hip,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,Gd,Average Living Quarters,1236,Average Rec Room,820,80,2136,Gas hot water or steam heat,Average/Typical,Yes,SBrkr,2036,0,0,2036,2,0,2,0,3,1,Typical/Average,8,Typ,2,Gd,Attchd,1965.0,RFn,2,513,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,6,2009,Warranty Deed - Conventional,Normal,375000
314,315,2-STORY 1945 & OLDER,Residential Medium Density,60.0,9600,Paved,Gravel,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,1Fam,Two story,Good,Good,1925,1990,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical,Good,No,Low Quality,16,Unfinshed,0,712,728,Gas forced warm air furnace,Excellent,Yes,SBrkr,832,809,0,1641,0,1,1,1,3,1,Excellent,6,Typ,1,Gd,Detchd,1925.0,Unf,2,546,Fa,TA,Paved,0,0,234,0,0,0,No Pool,No Fence,None,0,8,2006,Warranty Deed - Conventional,Normal,178000
315,316,2-STORY 1946 & NEWER,Residential Low Density,71.0,7795,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,1Fam,Two story,Good,Good,2004,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Good Living Quarters,425,Unfinshed,0,291,716,Gas forced warm air furnace,Excellent,Yes,SBrkr,716,716,0,1432,1,0,2,1,3,1,Good,6,Typ,1,Gd,Attchd,2004.0,Fin,2,432,TA,TA,Paved,100,51,0,0,0,0,No Pool,No Fence,None,0,7,2009,Warranty Deed - Conventional,Normal,188500
316,317,2-STORY 1946 & NEWER,Residential Low Density,94.0,13005,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northwest Ames,Normal,Normal,1Fam,Two story,Good,Good,1980,1980,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,Brick Face,278.0,Good,Average/Typical,Cinder Block,Good,Typical,No,Good Living Quarters,692,Unfinshed,0,153,845,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Excellent,10,Typ,1,TA,Attchd,1983.0,RFn,2,484,TA,TA,Paved,288,195,0,0,0,0,No Pool,Good Privacy,None,0,8,2009,Warranty Deed - Conventional,Normal,260000
317,318,2-STORY 1946 & NEWER,Floating Village Residential,75.0,9000,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,1Fam,Two story,Very Good,Very Good,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Unfinshed,0,Unfinshed,0,1088,1088,Gas forced warm air furnace,Excellent,Yes,SBrkr,1088,871,0,1959,0,0,2,1,3,1,Good,8,Typ,1,Gd,Attchd,2006.0,RFn,3,1025,TA,TA,Paved,208,46,0,0,0,0,No Pool,No Fence,None,0,12,2007,Warranty Deed - Conventional,Normal,270000
318,319,2-STORY 1946 & NEWER,Residential Low Density,90.0,9900,Paved,No alley access,Regular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Northridge,Normal,Normal,1Fam,Two story,Good,Good,1993,1993,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,256.0,Good,Average/Typical,Poured Contrete,Good,Typical,Gd,Good Living Quarters,987,Unfinshed,0,360,1347,Gas forced warm air furnace,Excellent,Yes,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,Good,9,Typ,1,TA,Attchd,1993.0,RFn,3,656,TA,TA,Paved,340,60,144,0,0,0,No Pool,No Fence,None,0,4,2009,Warranty Deed - Conventional,Normal,260000
319,320,SPLIT OR MULTI-LEVEL,Residential Low Density,70.04995836802665,14115,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,1Fam,Split Level,Good,Good,1980,1980,Gable,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,225.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,Av,Good Living Quarters,1036,Unfinshed,0,336,1372,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1472,0,0,1472,1,0,2,0,3,1,Typical/Average,6,Typ,2,TA,Attchd,1980.0,Unf,2,588,TA,TA,Paved,233,48,0,0,0,0,No Pool,No Fence,None,0,6,2009,Warranty Deed - Conventional,Normal,187500
320,321,2-STORY 1946 & NEWER,Residential Low Density,111.0,16259,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge Heights,Normal,Normal,1Fam,Two story,Excellent,Excellent,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,370.0,Average/Typical,Average/Typical,Poured Contrete,Excellent,Good,Av,Unfinshed,0,Unfinshed,0,1249,1249,Gas forced warm air furnace,Excellent,Yes,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,Good,9,Typ,0,No Fireplace,Attchd,2006.0,RFn,3,840,TA,TA,Paved,240,154,0,0,0,0,No Pool,No Fence,None,0,9,2006,Home just constructed and sold,Partial,342643
321,322,2-STORY 1946 & NEWER,Residential Low Density,99.0,12099,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,1Fam,Two story,Very Good,Very Good,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,388.0,Good,Average/Typical,Poured Contrete,Excellent,Typical,Av,Good Living Quarters,970,Unfinshed,0,166,1136,Gas forced warm air furnace,Excellent,Yes,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Good,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3,872,TA,TA,Paved,184,154,0,0,0,0,No Pool,No Fence,None,0,6,2007,Warranty Deed - Conventional,Normal,354000
322,323,2-STORY 1946 & NEWER,Residential Low Density,86.0,10380,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,1Fam,Two story,Good,Good,1986,1987,Gable,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,172.0,Good,Average/Typical,Cinder Block,Typical,Typical,Gd,Low Quality,28,Average Living Quarters,1474,0,1502,Gas forced warm air furnace,Excellent,Yes,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,Good,8,Typ,1,TA,Attchd,1987.0,Fin,2,576,TA,TA,Paved,201,96,0,0,0,0,No Pool,Minimum Privacy,None,0,8,2007,Warranty Deed - Conventional,Normal,301000
323,324,1-STORY 1946 & NEWER ALL STYLES,Residential Medium Density,49.0,5820,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,1Fam,One story,Fair,Fair,1955,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical,Typical,No,Average Living Quarters,256,Unfinshed,0,906,1162,Gas forced warm air furnace,Excellent,Yes,SBrkr,1163,0,0,1163,1,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1955.0,Unf,1,220,Fa,TA,Paved,142,98,0,0,0,0,No Pool,No Fence,None,0,7,2006,Warranty Deed - Conventional,Normal,126175
324,325,SPLIT OR MULTI-LEVEL,Residential Low Density,96.0,11275,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,"Near positive off-site feature--park, greenbelt, etc.",Normal,1Fam,Split Level,Good,Good,1967,2007,Mansard,Wood Shakes,Wood Siding,Wood Siding,Brick Face,300.0,Good,Good,Cinder Block,Good,Typical,No,Unfinshed,0,Unfinshed,0,710,710,Gas forced warm air furnace,Excellent,Yes,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,Good,11,Typ,1,Gd,BuiltIn,1961.0,Fin,2,564,TA,TA,Paved,240,0,0,0,0,0,No Pool,No Fence,None,0,6,2010,Warranty Deed - Conventional,Normal,242000
325,326,1-1/2 STORY - UNFINISHED ALL AGES,Residential Medium Density,50.0,5000,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Adjacent to East-West Railroad,Normal,1Fam,One and one-half story: 2nd level unfinished,Average,Average,1941,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Av,Below Average Living Quarters,116,Unfinshed,0,604,720,Gas forced warm air furnace,Poor,No,FuseF,803,0,0,803,0,0,1,0,2,1,Typical/Average,5,Typ,0,No Fireplace,Detchd,1941.0,Unf,2,360,TA,TA,Paved,0,0,244,0,0,0,No Pool,No Fence,None,0,12,2007,Warranty Deed - Conventional,Normal,87000
326,327,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,32.0,10846,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Veenker,Normal,Normal,TwnhsE,One story,Very Good,Very Good,1993,1993,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,Gd,Good Living Quarters,1619,Unfinshed,0,100,1719,Gas forced warm air furnace,Excellent,Yes,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Good,6,Typ,2,Gd,Attchd,1993.0,Fin,2,473,TA,TA,Paved,122,30,0,0,0,0,No Pool,No Fence,None,0,5,2008,Contract 15% Down payment regular terms,Normal,324000
327,328,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,11600,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Above Average,Above Average,1960,1960,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,175.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,565,Unfinshed,0,818,1383,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1383,0,0,1383,0,0,1,1,3,1,Typical/Average,7,Typ,0,No Fireplace,Attchd,1960.0,RFn,1,292,TA,TA,Paved,0,45,0,0,0,0,No Pool,No Fence,None,0,4,2006,Warranty Deed - Conventional,Normal,145250
328,329,2-1/2 STORY ALL AGES,Residential Low Density,70.04995836802665,11888,Paved,Paved,Slightly irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,"Near positive off-site feature--park, greenbelt, etc.",Normal,1Fam,Two and one-half story: 2nd level unfinished,Above Average,Above Average,1916,1994,Gable,Standard (Composite) Shingle,Wood Siding,Wd Shng,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical,Typical,No,Unfinshed,0,Unfinshed,0,844,844,Gas forced warm air furnace,Good,No,FuseA,1445,689,0,2134,0,0,2,0,5,1,Good,10,Typ,0,No Fireplace,Detchd,1930.0,Unf,2,441,TA,TA,Paved,0,60,268,0,0,0,No Pool,No Fence,None,0,7,2009,Warranty Deed - Conventional,Normal,214500
329,330,2-STORY 1945 & OLDER,Residential Medium Density,60.0,6402,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,1Fam,Two story,Average,Average,1920,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wd Shng,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical,Typical,Mn,Unfinshed,0,Unfinshed,0,596,596,Gas forced warm air furnace,Average/Typical,No,SBrkr,596,596,0,1192,0,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Detchd,1920.0,Unf,1,189,Fa,Fa,Dirt/Gravel,0,0,137,0,0,0,No Pool,Good Wood,None,0,7,2009,Warranty Deed - Conventional,Normal,78000
330,331,DUPLEX - ALL STYLES AND AGES,Residential Low Density,70.04995836802665,10624,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Duplex,One story,Average,Average,1964,1964,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,84.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Good Living Quarters,40,Average Rec Room,264,1424,1728,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1728,0,0,1728,0,1,2,0,6,2,Typical/Average,10,Typ,0,No Fireplace,Detchd,2002.0,Unf,1,352,TA,TA,Paved,155,0,0,0,0,0,No Pool,No Fence,None,0,11,2007,Warranty Deed - Conventional,Normal,119000
331,332,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,8176,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1958,1992,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,846,Unfinshed,0,210,1056,Gas forced warm air furnace,Fair,Yes,SBrkr,1056,0,0,1056,1,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1958.0,RFn,1,308,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,8,2007,Warranty Deed - Conventional,Normal,139000
332,333,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,85.0,10655,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,1Fam,One story,Very Good,Very Good,2003,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,296.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Good Living Quarters,1124,No Basement,479,1603,3206,Gas forced warm air furnace,Excellent,Yes,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Good,7,Typ,1,Gd,Attchd,2003.0,RFn,3,880,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,10,2009,Warranty Deed - Conventional,Normal,284000
333,334,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,59.0,8198,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 3 sides of property,Gentle slope,Northridge Heights,Normal,Normal,TwnhsE,One story,Good,Good,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,146.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Good Living Quarters,720,Unfinshed,0,638,1358,Gas forced warm air furnace,Excellent,Yes,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Good,6,Typ,1,Gd,Attchd,2004.0,RFn,2,484,TA,TA,Paved,192,30,0,0,0,0,No Pool,No Fence,None,0,7,2008,Warranty Deed - Conventional,Normal,207000
334,335,2-STORY 1946 & NEWER,Residential Low Density,59.0,9042,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,1Fam,Two story,Above Average,Above Average,1998,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,Gd,Good Living Quarters,828,Unfinshed,0,115,943,Gas forced warm air furnace,Good,Yes,SBrkr,943,695,0,1638,1,0,2,1,3,1,Typical/Average,7,Typ,2,TA,Attchd,1998.0,Fin,2,472,TA,TA,Paved,100,38,0,0,0,0,No Pool,No Fence,None,0,7,2008,Warranty Deed - Conventional,Normal,192000
335,336,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,70.04995836802665,164660,Gravel,No alley access,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Corner lot,Severe Slope,Timberland,Normal,Normal,2fmCon,One and one-half story: 2nd level finished,Average,Average,1965,1965,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Gd,Average Living Quarters,1249,Below Average Living Quarters,147,103,1499,Gas forced warm air furnace,Excellent,Yes,SBrkr,1619,167,0,1786,2,0,2,0,3,1,Typical/Average,7,Typ,2,Gd,Attchd,1965.0,Fin,2,529,TA,TA,Paved,670,0,0,0,0,0,No Pool,No Fence,Shed,700,8,2008,Warranty Deed - Conventional,Normal,228950
336,337,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,86.0,14157,Paved,No alley access,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Stone Brook,Normal,Normal,1Fam,One story,Excellent,Excellent,2005,2006,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,200.0,Good,Average/Typical,Poured Contrete,Excellent,Typical,Gd,Good Living Quarters,1249,Unfinshed,0,673,1922,Gas forced warm air furnace,Excellent,Yes,SBrkr,1922,0,0,1922,1,0,2,0,3,1,Good,8,Typ,1,Gd,Attchd,2005.0,Fin,3,676,TA,TA,Paved,178,51,0,0,0,0,No Pool,No Fence,None,0,7,2007,Warranty Deed - Conventional,Normal,377426
337,338,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,9135,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,1Fam,One story,Good,Good,2002,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,113.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Good Living Quarters,810,Unfinshed,0,726,1536,Gas forced warm air furnace,Excellent,Yes,SBrkr,1536,0,0,1536,1,0,2,0,3,1,Good,7,Typ,0,No Fireplace,Attchd,2002.0,RFn,2,532,TA,TA,Paved,192,74,0,0,0,0,No Pool,No Fence,None,0,12,2008,Warranty Deed - Conventional,Normal,214000
338,339,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,91.0,14145,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northwest Ames,Normal,Normal,1Fam,One story,Good,Good,1984,1998,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Good,Average/Typical,Cinder Block,Good,Typical,Mn,Average Living Quarters,213,Unfinshed,0,995,1208,Gas forced warm air furnace,Excellent,Yes,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Good,8,Typ,0,No Fireplace,Attchd,1984.0,RFn,2,440,TA,TA,Paved,108,45,0,0,0,0,No Pool,No Fence,Shed,400,5,2006,Warranty Deed - Conventional,Normal,202500
339,340,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,66.0,12400,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Adjacent to feeder street,Normal,1Fam,One story,Above Average,Above Average,1958,1998,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,176.0,Average/Typical,Average/Typical,Cinder Block,Typical,Fair,No,Average Rec Room,585,Unfinshed,0,630,1215,Gas forced warm air furnace,Average/Typical,Yes,FuseA,1215,0,0,1215,0,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Attchd,1958.0,Unf,1,297,TA,TA,Paved,0,0,0,0,234,0,No Pool,No Fence,None,0,6,2009,Warranty Deed - Conventional,Normal,155000
